,Name,Age,Hometown,Home country,Boarded,Destination,Lifeboat,Survived,Position,latitude,longitude,altitude,country
558,"Rush, Mr. Alfred George John",16,"Strood, Kent",England,Southampton,"Detroit, Michigan, US",,False,ThirdClass,51.0586069,0.6470163,0.0,United Kingdom
560,"Ryan, Mr. Patrick",29,"Askeaton, Limerick",Ireland,Queenstown,"Bronx, New York, US",,False,ThirdClass,52.599722,-8.975556,0.0,Éire / Ireland
562,"Saad, Mr. Amin",30,Tebnine,Lebanon,Cherbourg,New York City,,False,ThirdClass,33.1932575,35.4117998,0.0,لبنان
564,"Sadlier, Mr. Matthew",20,"Mohill, Leitrim",Ireland,Queenstown,"Lakewood Township, New Jersey, US",,False,ThirdClass,53.9210146,-7.862083366571108,0.0,Éire / Ireland
565,"Sadowitz, Mr. Harry",17,London,England,Southampton,"Providence, Rhode Island, US",,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
566,"Sage, Mr. John George",44,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
567,"Sage, Mrs. Annie Elizabeth (née Cazaly)",44,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
568,"Sage, Miss Stella Anne",20,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
569,"Sage, Mr. George John",19,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
570,"Sage, Mr. Douglas Bullen",18,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
571,"Sage, Mr. Frederick",16,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
572,"Sage, Miss Dorothy Florence ""Dolly""",14,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
573,"Sage, Master Anthony William ""Will""",13,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
574,"Sage, Miss Elizabeth Ada",10,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
575,"Sage, Miss Constance Gladys",7,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
576,"Sage, Master Thomas Henry",4,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,False,ThirdClass,52.5725769,-0.2427336,0.0,United Kingdom
577,"Salander, Mr. Karl Johan",24,"Genevad, Halland",Sweden,Southampton,"Red Wing, Minnesota, US",,False,ThirdClass,56.5690841,13.0328835,0.0,Sverige
578,"Salkjelsvik, Miss Anna Kristine",21,"Ålesund, Møre og Romsdal",Norway,Southampton,"Proctor, Minnesota, US",C,True,ThirdClass,62.4728781,6.1492684,0.0,Norge
579,"Salonen, Mr. Johan Verner",39,"Aberdeen, Washington",US,Southampton,"Aberdeen, Washington, US",,False,ThirdClass,46.975371,-123.815722,0.0,United States
580,"Sa'maan, Master Butrus",10,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,False,ThirdClass,34.2351368,35.857964,0.0,لبنان
581,"Sa'maan, Mr. Hanna Ilyas",40,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,False,ThirdClass,34.2351368,35.857964,0.0,لبنان
582,"Sa'maan, Mr. Ilyas",17,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,False,ThirdClass,34.2351368,35.857964,0.0,لبنان
583,"Sa'maan, Mr. Youssef Omar ""Joseph""",16,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,False,ThirdClass,34.2351368,35.857964,0.0,لبنان
584,"Sandström, Mrs. Agnes Charlotta (née Bengtsson)",24,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,True,ThirdClass,58.5420395,15.041261,0.0,Sverige
585,"Sandström, Miss Marguerite Rut",4,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,True,ThirdClass,58.5420395,15.041261,0.0,Sverige
586,"Sandström, Miss Beatrice Irene",1,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,True,ThirdClass,58.5420395,15.041261,0.0,Sverige
587,"Sap, Mr. Julius (Jules)",21,Zwevezele,Belgium,Southampton,"Detroit, Michigan, US",11,True,ThirdClass,51.0361481,3.2106957,0.0,België / Belgique / Belgien
588,"Saundercock, Mr. William Henry",19,"St Austell, Cornwall",England,Southampton,New York City,,False,ThirdClass,50.338466,-4.7882104,0.0,United Kingdom
589,"Sawyer, Mr. Frederick Charles",33,"Basingstoke, Hampshire",England,Southampton,"Halley, Michigan, US",,False,ThirdClass,51.262826,-1.0861976,0.0,United Kingdom
590,"Scanlan, Mr. James",22,"Rathkeale, Limerick",Ireland,Queenstown,New York City,,False,ThirdClass,52.5236119,-8.9377374,0.0,Éire / Ireland
591,"Scheerlinck, Mr. Jean Baptiste",29,"Haaltert, East Flanders",Belgium,Southampton,"Detroit, Michigan, US",11,True,ThirdClass,50.887393349999996,3.9904300285117014,0.0,België / Belgique / Belgien
592,"Sdycoff, Mr. Theodor",42,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
593,"Shaughnessy, Mr. Patrick",24,"Tynagh, Galway",Ireland,Queenstown,New York City,,False,ThirdClass,53.1502226,-8.3743502,0.0,Éire / Ireland
594,"Shawah, Mr. Yousseff Ibrahim",33,Beirut,Lebanon,Cherbourg,New York City,,False,ThirdClass,33.8959203,35.47843,0.0,لبنان
595,"Shadid, Mr. Dahir Abu",19,Ibrin,Syria or Lebanon,Cherbourg,"Kulpmont, Pennsylvania, US",,False,ThirdClass,11.094722,42.866667,0.0,Djibouti جيبوتي
596,"Shellard, Mr. Frederick William Blainey",55,"Bristol, Avon",England,Southampton,"Troy, New York, US",,False,ThirdClass,51.4027521,-2.3114386,0.0,United Kingdom
597,"Shihab, Mr. Amir Faris",25,Hadath,Lebanon,Cherbourg,New York City,,False,ThirdClass,33.8349983,35.5363297,0.0,لبنان
598,"Shine, Miss Ellen Natalia",20,"Cork, Cork",Ireland,Queenstown,New York City,?,True,ThirdClass,51.898627,-8.4705942,0.0,Éire / Ireland
599,"Shorney, Mr. Charles Joseph",22,"Heron's Ghyll, East Sussex",England,Southampton,"New York, US",,False,ThirdClass,51.0224339,0.1108387,0.0,United Kingdom
600,"Simmons, Mr. John",39,"Leigh, Kent",England,Southampton,New York City,,False,ThirdClass,51.1939929,0.2112588,0.0,United Kingdom
601,"Sirkanian, Mr. Arsun",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,False,ThirdClass,39.2762597,40.27099417716855,0.0,Türkiye
602,"Sirota, Mr. Maurice",20,London,England,Southampton,New York City,,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
603,"Sivić, Mr. Husein",40,Bosanska Krupa,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",,False,ThirdClass,44.8824428,16.1577,0.0,Bosna i Hercegovina / Босна и Херцеговина
604,"Sivola, Mr. Antti Vilhelmi",21,"Mountain Home, Idaho",US,Southampton,"Mountain Home, Idaho, US",,False,ThirdClass,43.1329504,-115.6911975,0.0,United States
605,"Sjöblom, Miss Anna Sofiia",18,Munsala,Finland,Southampton,"Olympia, Washington, US",16,True,ThirdClass,63.4529666,22.4347597,0.0,Suomi / Finland
612,"Slabenoff, Mr. Peko",42,Unknown,Bulgaria,Southampton,New York City,,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
613,"Slocovski, Mr. Selman Francis",20,London,England,Southampton,New York City,,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
614,"Smiljanić, Mr. Jakob Mile",37,Pisac,Croatia,Southampton,New York City,,False,ThirdClass,-13.388384599999998,-71.82641963771002,0.0,Perú
615,"Smyth, Mr. Thomas",26,"Caltra, Galway",Ireland,Queenstown,"Hammond, Indiana, US",,False,ThirdClass,53.4355055,-8.4369796,0.0,Éire / Ireland
616,"Smyth, Miss Julia",17,"Kilcogy, Cavan",Ireland,Queenstown,New York City,13,True,ThirdClass,53.8280361,-7.424689,0.0,Éire / Ireland
617,"Søholt, Mr. Peter Andreas Lauritz Andersen",19,"Ålesund, Møre og Romsdal",Norway,Southampton,"Minneapolis, Minnesota, US",,False,ThirdClass,62.4728781,6.1492684,0.0,Norge
618,"Somerton, Mr. Francis William",30,"Greatfield, Cheltenham",England,Southampton,"Canastota, New York, US",,False,ThirdClass,51.8806916,-2.1076690488904735,0.0,United Kingdom
619,"Spector, Mr. Woolf",23,London,England,Southampton,New York City,,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
620,"Spinner, Mr. Henry John",32,"Arboretum, Worcestershire",England,Southampton,"Gloversville, New York, US",,False,ThirdClass,52.3377858,-2.2867918,0.0,United Kingdom
621,"Staneff, Mr. Ivan",23,"Debnevo, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",,False,ThirdClass,42.96,24.84513,0.0,Бългaрия
622,"Stanković, Mr. Ivan",33,Galdovo,Croatia,Cherbourg,New York City,,False,ThirdClass,45.4785933,16.4041011,0.0,Hrvatska
623,"Stanley, Miss Amy Zillah Elsie",24,"Wallingford, Oxfordshire",England,Southampton,"New Haven, Connecticut, US",C,True,ThirdClass,51.5982316,-1.1252158,0.0,United Kingdom
624,"Stanley, Mr. Edward Rowland",21,Swanage,England,Southampton,"Cleveland, Ohio, US",,False,ThirdClass,50.6086976,-1.9571971,0.0,United Kingdom
625,"Storey, Mr. Thomas",51,"Liverpool, Merseyside",England,Southampton,New York City,,False,ThirdClass,53.4013379,-2.9927496,0.0,United Kingdom
627,"Strandberg, Miss Ida Sofia",22,Turku,Finland,Southampton,New York City,,False,ThirdClass,60.4517531,22.2670522,0.0,Suomi / Finland
629,"Strilić, Mr. Ivan",27,Široka Kula,Croatia,Southampton,"Chicago, Illinois, US",,False,ThirdClass,44.6154137,15.4559555,0.0,Hrvatska
630,"Ström, Mrs. Elna Matilda (née Persson)",29,"Indiana Harbor, Indiana",US,Southampton,"Indiana Harbor, Indiana, US",,False,ThirdClass,41.6720844,-87.4395307,0.0,United States
631,"Ström, Miss Thelma Matilda Wilhelmina",2,"Indiana Harbor, Indiana",US,Southampton,"Indiana Harbor, Indiana, US",,False,ThirdClass,41.6720844,-87.4395307,0.0,United States
632,"Sunderland, Mr. Victor Francis",20,London,England,Southampton,"Cleveland, Ohio, US",B,True,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
633,"Sundman, Mr. Johan Julian",44,Munsala,Finland,Southampton,"Cheyenne, Wyoming, US",15,True,ThirdClass,63.4529666,22.4347597,0.0,Suomi / Finland
634,"Sutehall Jr., Mr. Henry",25,London,England,Southampton,"Buffalo, New York, US",,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
636,"Svensson, Mr. Johan Cervin",14,"Knäred, Halland",Sweden,Southampton,"Beresford, South Dakota, US",13,True,ThirdClass,56.5202391,13.3166881,0.0,Sverige
637,"Svensson, Mr. Olof",24,"Björkeberga, Skåne",Sweden,Southampton,New York City,,False,ThirdClass,56.3522431,13.8884259,0.0,Sverige
638,"Tenglin, Mr. Gunnar Isidor",25,"Stockholm, Uppland",Sweden,Southampton,"Burlington, Iowa, US",13,True,ThirdClass,59.3247259,18.0699988,0.0,Sverige
639,"Theobald, Mr. Thomas Leonard",34,"Strood, Kent",England,Southampton,"Detroit, Michigan, US",,False,ThirdClass,51.0586069,0.6470163,0.0,United Kingdom
640,"Tannous, Mr. Bashir (Charles)",31,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,False,ThirdClass,34.2351368,35.857964,0.0,لبنان
641,"Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""",16,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",14,True,ThirdClass,34.2351368,35.857964,0.0,لبنان
642,"Tannous, Master As'ad Iskandar Fa'ud",5 mo.,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",16,True,ThirdClass,34.2351368,35.857964,0.0,لبنان
643,"Thomas, Mr. John",34,Unknown,Unknown,Cherbourg,"Columbus, Ohio, US",,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
644,"Thomas, Mr. Tannous John",16,Unknown,Lebanon,Cherbourg,"Columbus, Ohio, US",,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
645,"Thompson, Mr. Alexander Morrison",36,Unknown,Scotland,Southampton,New York City,,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
646,"Thorneycroft, Mr. Percival Thomas",36,"Maidstone, Kent",England,Southampton,"Clinton, New York, US",,False,ThirdClass,51.2748258,0.5231646,0.0,United Kingdom
647,"Thorneycroft, Mrs. Florence Kate (née Stears)",32,"Maidstone, Kent",England,Southampton,"Clinton, New York, US",10,True,ThirdClass,51.2748258,0.5231646,0.0,United Kingdom
648,"Tikkanen, Mr. Juho",32,Pielavesi,Finland,Southampton,New York City,,False,ThirdClass,63.2333327,26.7500075,0.0,Suomi / Finland
649,"Tobin, Mr. Roger",20,"Cahir, Tipperary",Ireland,Queenstown,New York City,,False,ThirdClass,52.3749129,-7.9251412,0.0,Éire / Ireland
650,"Todoroff, Mr. Lalio",23,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
651,"Tomlin, Mr. Ernest Portage",22,"Portage la Prairie, Manitoba",Canada,Southampton,"Des Moines, Iowa, US",,False,ThirdClass,49.972422,-98.289185,0.0,Canada
652,"Törber, Mr. Ernst Wilhelm",44,Unknown,Germany,Southampton,New York City,,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
653,"Torfa, Mr. Assad",20,Unknown,Syria,Cherbourg,New York City,,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
654,"Törnquist, Mr. William Henry",25,Sundbyberg,Sweden,Southampton,New York City,15,True,ThirdClass,59.3628802,17.9681359,0.0,Sverige
655,"Touma, Mrs. Hanna Youssef (née Razi)",27,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,True,ThirdClass,33.1932575,35.4117998,0.0,لبنان
656,"Touma, Miss Marianna Youssef",9,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,True,ThirdClass,33.1932575,35.4117998,0.0,لبنان
657,"Touma, Master Gerios (George) Youssef",8,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,True,ThirdClass,33.1932575,35.4117998,0.0,لبنان
658,"Turčin, Mr. Stjepan",36,Bratina,Croatia,Southampton,"Youngstown, Ohio, US",,False,ThirdClass,45.6224057,15.8256055,0.0,Hrvatska
661,"Van Billiard, Mr. Austin Blyler",35,London,England,Southampton,"North Wales, Pennsylvania, US",,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
662,"Van Billiard, Master James William",10,London,England,Southampton,"North Wales, Pennsylvania, US",,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
663,"Van Billiard, Master Walter John",9,London,England,Southampton,"North Wales, Pennsylvania, US",,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
664,"Van de Velde, Mr. Johannes Josef",35,Denderhoutem,Belgium,Southampton,New York City,,False,ThirdClass,50.8717796,4.0180839,0.0,België / Belgique / Belgien
665,"Van den Steen, Mr. Leo Peter",28,Haaltert,Belgium,Southampton,New York City,,False,ThirdClass,50.887393349999996,3.9904300285117014,0.0,België / Belgique / Belgien
666,"Van Impe, Mr. Jean-Baptiste",36,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,False,ThirdClass,50.8894722,3.9935955,0.0,België / Belgique / Belgien
667,"Van Impe, Mrs. Rosalie Paula (née Govaert)",30,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,False,ThirdClass,50.8894722,3.9935955,0.0,België / Belgique / Belgien
668,"Van Impe, Miss Catharina",10,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,False,ThirdClass,50.8894722,3.9935955,0.0,België / Belgique / Belgien
669,"Van Melkebeke, Mr. Philemon Edmund",23,"Haaltert, East Flanders",Belgium,Southampton,"Detroit, Michigan, US",,False,ThirdClass,50.887393349999996,3.9904300285117014,0.0,België / Belgique / Belgien
670,"Vandercruyssen, Mr. Victor",46,Zwevezele,Belgium,Southampton,"Detroit, Michigan, US",,False,ThirdClass,51.0361481,3.2106957,0.0,België / Belgique / Belgien
671,"Vanderplancke, Mr. Julius",31,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,False,ThirdClass,51.0361481,3.2106957,0.0,België / Belgique / Belgien
672,"Vanderplancke, Mrs. Emelie Maria (née Vandemoortele)",31,Pittem,Belgium,Southampton,"Fremont, Ohio, US",,False,ThirdClass,50.999964750000004,3.262273003445322,0.0,België / Belgique / Belgien
673,"Vanderplancke, Miss Augusta Maria",18,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,False,ThirdClass,51.0361481,3.2106957,0.0,België / Belgique / Belgien
674,"Vanderplancke, Mr. Leo Edmondus",15,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,False,ThirdClass,51.0361481,3.2106957,0.0,België / Belgique / Belgien
675,"Van de Walle, Mr. Nestor Cyriel",28,Westrozebeke,Belgium,Southampton,New York City,,False,ThirdClass,50.9310188,3.0121528,0.0,België / Belgique / Belgien
676,"Vartanian, Mr. Dawud",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",13,True,ThirdClass,39.2762597,40.27099417716855,0.0,Türkiye
677,"Vendel, Mr. Olof Edvin",29,"Östra Sallerup, Skåne",Sweden,Southampton,"St. Paul, Minnesota, US",,False,ThirdClass,55.8006688,13.7297017,0.0,Sverige
679,"Vovk, Mr. Janko",21,Jesenice,Slovenia,Southampton,"St. Joseph, Minnesota, US",,False,ThirdClass,46.4323791,14.0623337,0.0,Slovenija
680,"Waelens, Mr. Achille",22,"Ruiselede, West Flanders",Belgium,Southampton,"Stanton, Ohio, US",,False,ThirdClass,51.0630592,3.3787805823544046,0.0,België / Belgique / Belgien
681,"Ware, Mr. Frederick William",34,"Greenwich, London",England,Southampton,New York City,,False,ThirdClass,51.4820845,-0.0045417,0.0,United Kingdom
682,"Warren, Mr. Charles William",30,"Portsmouth, Hampshire",England,Southampton,New York City,,False,ThirdClass,43.0702223,-70.7548621,0.0,United States
684,"Webber, Mr. James",66,San Francisco,US,Southampton,"San Francisco, US",,False,ThirdClass,37.7790262,-122.4199061,0.0,United States
685,"Wennerström, Mr. August Edvard Andersson",27,"Malmö, Skåne",Sweden,Southampton,"Chicago, Illinois, US",A,True,ThirdClass,55.6052931,13.0001566,0.0,Sverige
686,"Widegren, Mr. Carl Peter",51,"Algutsrum, Kalmar",Sweden,Southampton,New York City,,False,ThirdClass,56.6794265,16.5297957,0.0,Sverige
689,"Wilkes, Mrs. Ellen",47,"Penzance, Cornwall",England,Southampton,"Akron, Ohio, US",16,True,ThirdClass,50.1213173,-5.5329266,0.0,United Kingdom
690,"Willer, Mr. Aaron",37,Unknown,Russia,Cherbourg,"Chicago, Illinois, US",,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
691,"Willey, Mr. Edward",18,"Market Drayton, Shropshire",England,Southampton,"Schenectady, New York, US",,False,ThirdClass,52.9042417,-2.4838589,0.0,United Kingdom
692,"Williams, Mr. Howard Hugh ""Harry""",28,"Guernsey, Channel Islands",Channel Islands,Southampton,New York City,,False,ThirdClass,49.4578405,-2.5349672,0.0,Guernsey
693,"Williams, Mr. Leslie",28,"Tonypandy, Glamorgan",Wales,Southampton,New York City,,False,ThirdClass,51.6076829,-3.4430216,0.0,United Kingdom
694,"Windeløv, Mr. Einar",21,Cape Town,South Africa,Southampton,New York City,,False,ThirdClass,-33.928992,18.417396,0.0,South Africa
695,"Wirz, Mr. Albert",27,Uster,Switzerland,Southampton,"Beloit, Wisconsin, US",,False,ThirdClass,47.3512065,8.7179221,0.0,Schweiz/Suisse/Svizzera/Svizra
696,"Wiseman, Mr. Phillippe",54,London,England,Southampton,"Quebec City, Quebec, Canada",,False,ThirdClass,51.5073219,-0.1276474,0.0,United Kingdom
697,"Wittevrongel, Mr. Camilius Aloysius",36,Westrozebeke,Belgium,Southampton,"Detroit, Michigan, US",,False,ThirdClass,50.9310188,3.0121528,0.0,België / Belgique / Belgien
698,"Yasbak, Mr. Antun",27,Unknown,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
699,"Yasbak, Mrs. Silanah Fa'ud (née Iskandar)",15,Unknown,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",C,True,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
700,"Ylieff, Mr. Ylio",32,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,False,ThirdClass,25.029422,-77.36195598496681,0.0,The Bahamas
701,"Youssef, Mr. Gerios (Abi Saab)",26,Hardîne,Lebanon,Cherbourg,"Youngstown, Ohio, US",,False,ThirdClass,34.2351368,35.857964,0.0,لبنان
702,"Youssef, Mr. Gerios (Sam'aan)",45,Hardîne,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",,False,ThirdClass,34.2351368,35.857964,0.0,لبنان
703,"Zajib Qiyamah, Miss Adal ""Jane""",15,El Shweir,Lebanon,Cherbourg,"Brooklyn, New York, US",C,True,ThirdClass,33.9104884,35.7119179,0.0,لبنان
704,"Zakarian, Mr. Haroutyun Der",27,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,False,ThirdClass,39.2762597,40.27099417716855,0.0,Türkiye
705,"Zakarian, Mr. Mapri Der",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,False,ThirdClass,39.2762597,40.27099417716855,0.0,Türkiye
706,"Zimmermann, Mr. Leo",29,Todtmoos,Germany,Southampton,"Saskatoon, Saskatchewan, Canada",,False,ThirdClass,47.7387447,8.0013624,0.0,Deutschland
